alarm_id,alarm_name,alarm_text,alarm_code,ce_on,ce_off
33,,PN/ECT Equipment_01_Outage,2,,
34,,PN/ECT equipment_01_Station drop,2,,
35,,PN/ECT equipment_03_ Station drop,2,,
36,,PN/ECT equipment_04_ Station drop,2,,
37,,PN/ECT equipment_05_ Station drop,2,,
38,,PN/ECT Equipment_06_Station,2,,
39,,PN/ECT Equipment_07_Station,2,,
40,,PN/ECT equipment_08_ Station drop,2,,
41,,PN/ECT equipment_09_ Station drop,2,,
42,,PN/ECT Equipment_10_Station,2,,
43,,PN/ECT equipment _11_Station drop,2,,
44,,PN/ECT Equipment_11_Outage,2,,
45,,PN/ECT Equipment_13_Station,2,,
46,,PN/ECT Equipment_14_Station,2,,
47,,PN/ECT Equipment_15_Station,2,,
48,,PN/ECT Equipment_16_Station,2,,
49,,PN/ECT Equipment_17_Station,2,,
50,,PN/ECT Equipment_18_Station,2,,
51,,PN/ECT Equipment_19_Station,2,,
52,,PN/ECT Equipment_20_Station,2,,
53,,PN/ECT Equipment_21_Outage,2,,
54,,PN/ECT equipment_22/Station drop,2,,
55,,PN/ECT equipment_23_ Station drop,2,,
56,,PN/ECT Equipment_24_Station,2,,
57,,PN/ECT Equipment_25_Station,2,,
58,,PN/ECT Equipment_26_Station,2,,
59,,PN/ECT Equipment_27_Station,2,,
60,,PN/ECT Equipment_28_Station,2,,
61,,PN/ECT Equipment_29_Station,2,,
62,,PN/ECT Equipment_30_Station,2,,
63,,PN/ECT Equipment_31_Outage,2,,
64,,PN/ECT equipment_32/Outage,2,,
65,,PN/ECT equipment_33_ Station drop,2,,
66,,PN/ECT Equipment_34_Station,2,,
67,,PN/ECT Equipment_35_Station,2,,
68,,PN/ECT Equipment_36_Station,2,,
69,,PN/ECT Equipment_37_Station,2,,
70,,PN/ECT Equipment_38_Station,2,,
71,,PN/ECT Equipment_39_Station,2,,
72,,PN/ECT equipment-40_ downtime,2,,
73,,PN/ECT Equipment-41_Outage,2,,
74,,PN/ECT equipment_42_Station,2,,
75,,PN/ECT equipment-43_ Station drop,2,,
76,,PN/ECT equipment-44_ Station drop,2,,
77,,PN/ECT equipment-45_ Station drop,2,,
78,,PN/ECT equipment _ 46_ station drop,2,,
79,,PN/ECT equipment_47_Station,2,,
80,,PN/ECT equipment _ 48_ station drop,2,,
81,,PN/ECT equipment-49_ Station drop,2,,
82,,PN/ECT equipment_50_ Station drop,2,,
83,,PN/ECT Equipment_51_Station,2,,
84,,PN/ECT equipment_52_Station,2,,
85,,PN/ECT Equipment_53_Station,2,,
86,,PN/ECT Equipment_54_Station,2,,
87,,PN/ECT Equipment_55_Station,2,,
